Company,Latitude,Longitude,Employees,Annual Sales,Year Established,Business Description,Brand Names,Primary SIC Code,Primary SIC Code Description,NAICS Code,NAICS Code Description
"Rockline Industries, Inc.",43.706905,-87.756718,700,$280Mil (est),1976,"Corporate headquarters & paper coffee filters, baby & wet wipes & baking cups","Natural Brew, Brewrite, Fresh N Up, Pure & Gentle, Pure Brew, Good & Clean, Bake Fresh, Soffs",2676,Sanitary paper products,322291,Sanitary Paper Product Manufacturing
The Toro Co.,43.984084,-90.489179,700,over $100Mil,1975,Commercial turf care products,,3524,Lawn and garden equipment,333112,Lawn and Garden Equipment Manufacturing
"ATI Ladish, LLC",42.947923,-87.860803,690,$210Mil (est),1905,"Highly engineered forgings for international aerospace, transportation & industrial customers, including large forgings in standard & complex shapes & shapes created through isothermal forging",,3462,Forgings-iron and steel,332111,Iron and Steel Forging
"Federal-Mogul Piston Rings, LLC",44.109571,-87.681415,688,$100Mil-$105Mil,1981,Divisional headquarters & diesel piston rings,,3592,"Carburetors, pistons, rings and valves",336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
"Charter Manufacturing Co., Inc.",43.397087,-87.950249,650,$190Mil (est),1978,Carbon steel & alloy wire rods,,3312,Blast furnaces and steel mills,331110,Iron and Steel Mills
"Harley-Davidson Motor Co., Inc., Product Development Center",43.095678,-88.059531,650,$120Mil (est),1997,Motorcycle parts prototypes & research & development,,3543,Patterns-industrial,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
Komatsu Mining Corp.,43.016127,-87.905161,650,$180Mil (est),1884,"Corporate headquarters & surface mining equipment, including electric shovels, rotary blasthole drills & draglines","P&H, Joy, Montabert, Continental, Komatsu",3532,Mining machinery,333131,Mining Machinery and Equipment Manufacturing
"Novares US Engine Components, Inc.",42.542047,-88.602104,650,$175Mil,1972,Corporate headquarters & plastic automotive emission control tubes & check & delay valves,,3714,Motor vehicle parts and accessories,336390,Other Motor Vehicle Parts Manufacturing
"Rockwell Automation, Inc.",43.321492,-90.371569,650,$10Mil-$25Mil,1971,Motor controls,,3625,Relays and industrial controls,335314,Relay and Industrial Control Manufacturing
Kolbenschmidt Pistons USA Holding LLC,45.088236,-87.643555,625,under $250Mil,1944,Pistons & piston castings,,3592,"Carburetors, pistons, rings and valves",336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
"Grede, LLC",43.527228,-89.997001,620,$100Mil-$150Mil,1951,Ductile iron castings,,3321,Foundries-gray and ductile iron,331511,Iron Foundries
"Amcor Flexibles, LLC",44.06502,-88.532917,600,$5.3Bil,1978,Polyethylene packaging materials,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Barry-Wehmiller Papersystems International, Inc.",45.705061,-90.411829,600,$50Mil-$100Mil,1968,Divisional headquarters & corrugated box machinery,"Marquip, Ward, United, Apollo, VortX, Curioni",3554,Paper industries machinery,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
Cadrex,45.364154,-92.633981,600,$50Mil-$100Mil,1978,"Company headquarters & sheet metal fabrication, assembly & electronic enclosures",,3444,Sheet metal work,333500,Metalworking Machinery Manufacturing
Eaton - Power Systems Division,42.90256,-87.86053,600,over $100Mil,1941,"Reclosers, sectionalizers, switches & pad mounted switchgear",,3613,Switchgear and switchboard apparatus,335313,Switchgear and Switchboard Apparatus Manufacturing
"ETE Reman, Engine & Transmission Exchange, Inc.",43.176149,-88.00836,600,$160Mil,1985,Remanufacturer of automotive transmissions & distributor of remanufactured automatic transmissions & transfer cases for imported & domestic cars & trucks & car care centers,"ETE, ATSG",3714,Motor vehicle parts and accessories,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing
Linetec,44.955244,-89.730673,600,$110Mil,1983,"Aluminum anodizing & PVDF high-performance architectural & baked enamel coatings of curtain walls, window wall & panel systems, skylights, windows, storefronts, entrances, sunshades & light shelves",,3471,Plating and polishing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
"McCain Foods USA, Inc.",44.267496,-88.449084,600,over $500Mil,1956,"Breaded & battered cheeses, vegetables, jalapeno peppers & frozen snack foods","Anchor, Moore's, Brew City",2022,"Cheese, natural and processed",311513,Cheese Manufacturing
Nestle' Prepared Foods Co.,45.124148,-90.3406,600,over $100Mil,1962,Frozen pizza,Tombstone,2038,Frozen specialties,311412,Frozen Specialty Food Manufacturing
"Nestle' USA, Inc.",44.831821,-91.525693,600,$25Mil-$100Mil,1988,Infant formula & nutritional products,"Carnation Good Start, Carnation Follow Up",2023,"Dry, condensed, evaporated products",311500,Dairy Product Manufacturing
Prent Corporation,42.710234,-89.007182,600,$200Mil,1967,Corporate headquarters & plastic thermoforming,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Prolec-GE Waukesha, Inc. ",42.997419,-88.244943,600,$500Mil,1970,"Corporate headquarters & medium & large power transformers, transformer components & services, including installation, repair, maintenance & training services","Waukesha, High Voltage Supply, Transformer Health Products, UZD, UZDvac",3612,"Transformers, except electronic",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
"Rexnord Industries, LLC",43.028805,-87.951611,600,$200Mil-$300Mil,1892,"Small & large gear drives, flexible shaft & fluid couplings, guards, holdbacks, industrial gearing & marine power systems","Steelflex, Omnibox, Torus, Ultramite, Orange Peel, Quadrive, Renew, Wrapflex",3566,"Speed changers, drives and gears",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
Reynolds Presto Co.,44.269168,-88.437458,600,over $250Mil,1961,"Company headquarters & plastic bags, wrap, stretch film & zippers, soil stabilization, surface & turf protection products & polyethylene pavers","FilterPave®, Geosystems®, Geoweb®, Geoblock®, ATRA®, SPECMaker®, Fresh-Lock®",2673,"Bags: plastics, laminated and coated",326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
Rice Lake Weighing Systems,45.487959,-91.740165,600,$170Mil,1946,"Company headquarters & scales, including conveyor, crane, electronic, explosion-proof, floor, bench, food, industrial, truck, railroad, axle, health & mechanical scales & load cells, instrumentation, dimensioning systems, weights & balances","SURVIVOR®, RoughDeck®, MotoWeigh®, Counterpart®, iDimension®, Ishida®, Benchmark®, Laserlight®, RailBoss®",3596,"Scales and balances, except laboratory",333998,All Other Miscellaneous General Purpose Machinery Manufacturing
"Schreiber Foods, Inc.",44.517479,-88.01354,600,$5Bil,1945,"Corporate headquarters; cream cheeses, natural cheeses, process cheeses, powdered milk, beverages & yogurts, including plant-based options",,2022,"Cheese, natural and processed",311513,Cheese Manufacturing
"Schwabe North America, Inc.",44.485124,-87.932114,600,$230Mil (est),1981,Vitamin supplements,,2834,Pharmaceutical preparations,325412,Pharmaceutical Preparation Manufacturing
"Snyder's-Lance, Inc.",42.86035,-87.973226,600,$130Mil (est),1999,Pretzels,Snyder's-Lance,2052,Cookies and crackers,311812,Commercial Bakeries
Quad,43.025046,-88.048853,567,$98Mil,1994,"Web-offset, custom web, sheet-fed & digital printing & advanced print finishing for direct mailing, fulfillment & advertising services",,2752,Lithographic printing-commercial,323117,Books Printing
"City Brewing Co., LLC",43.804236,-91.252641,557,$25Mil-$50Mil,2000,Company headquarters & beer & nonalcoholic beverages,,2082,Malt beverages,312120,Breweries
"GE Healthcare Technologies, Inc.",43.049312,-88.041387,552,over $500Mil,1964,Medical equipment & diagnostic imaging equipment,"Mac, Case, Muse, Tram, Eagle, Responder, 1500, Mactrod, 1250",3841,Surgical and medical instruments,339112,Surgical and Medical Instrument Manufacturing
"Abbyland Foods, Inc.",44.942322,-90.31154,550,$264Mil,1977,Corporate headquarters & beef & sausage processing & packing,"Abbyland, Tailgate",2011,Meat packing plants,311611,Animal (except Poultry) Slaughtering
Arandell Corporation,43.172751,-88.080615,550,$170Mil,1922,"Web offset catalog printing, including data marketing & mailing strategies, including data consulting & marketing, mailing solutions & including in house comailing",,2752,Lithographic printing-commercial,323111,Commercial Printing (except Screen and Books)
"Creative Converting, Inc.",44.627973,-88.743314,550,$330Mil,1968,"Paper & plastic table covers, napkins, plates & cups","OpalEssence, Better than Linen, Swankies, Party Creations, Paper Art, Green Style, Form & Function, Elise, Sensations, Celebrations, MADHouse",2676,Sanitary paper products,322291,Sanitary Paper Product Manufacturing
Eaton Corp. - Power Systems Division,42.992537,-88.269122,550,over $1Bil,1833,"Divisional headquarters & transformer components, voltage regulators, lighting arresters, cable accessories, loadbreak & deadbreak apparatus, splices & connectors","Environtran, CYME, Yukon, NOVA, Cleer™, Kearney, Edison Idea, IDeaPLUS, PEAK™, Kyle",3612,"Transformers, except electronic",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
"Grassland Dairy Products, Inc.",44.736931,-90.577619,550,$300Mil,1904,"Corporate headquarters & butters & milk powders for the retail, industrial & foodservice markets","Grassland, Wuethrich, Mountain View, Country Cream",2021,Butter-creamery,311512,Creamery Butter Manufacturing
Innio,43.004137,-88.249911,550,$110Mil (est),1906,Natural gas engines & generator sets,"Jenbacher®, Waukesha®",3519,Engines-internal combustion,335312,Motor and Generator Manufacturing
Masonite Corp.,44.660001,-90.15765,550,$100Mil-$150Mil,1890,"Architectural wooden doors & door components for non-residential use, for applications in schools, healthcare facilities, office buildings & sports arena projects",,2431,Millwork,321219,Reconstituted Wood Product Manufacturing
Modine Manufacturing Co.,42.709244,-87.79816,550,over $2.1Bil,1916,"Company headquarters & thermal management, heating & cooling equipment",,3699,Electrical equipment and supplies,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
Regal Rexnord Corp.,43.036718,-87.910607,550,$6.2Bil,1955,"Corporate headquarters; factory automation subsystems, industrial powertrain products, automation & mechanical power transmission components, electric motors, electronic controls, air-moving products & specialty electrical components","Browning, Cambridge, CENTA, Century, Falk, Fasco, Genteq, Kollmorgen, LEESON, McGill, Nicotra Gebhardt, Portescap, Rex, Rexnord, Rexnord Aerospace, Sealmaster, Stromag, Svendborg Brakes, Thomson Linear, Thomson Power Systems",3569,Machinery-general industrial,335312,Motor and Generator Manufacturing
"Snap-on, Inc.",42.558559,-87.842693,550,$2.94Bil,1920,Corporate headquarters & hand & pneumatic tools,"Snap-on, Blue-Point, ATI, BAHCO, CDI, John Bean, Mitchell1, ShopKey, Sioux, Sun, Williams",3423,Tools-hand and edge,332216,Saw Blade and Handtool Manufacturing
Wacker Neuson Corporation,43.186309,-88.088393,550,$170Mil (est),1957,Construction equipment,,3531,Construction machinery,333120,Construction Machinery Manufacturing
"Hoffmaster Group, Inc.",44.055071,-88.537696,548,$220Mil (est),1947,"Corporate headquarters & disposable tableware products, including table covers, placemats, napkins, towels, wipes, lace doilies & fluted & bake cups","American, Dollarwise, Hoffmaster, Linen-Like, Sensations, Irish Linen, Perma-Wipes, Prestige, Wrap N' Roll, Just For Kids, Color Me",2676,Sanitary paper products,322291,Sanitary Paper Product Manufacturing
"Cummins, Inc.",42.858418,-90.200855,540,$11Mil-$25Mil,1949,Truck exhaust systems,,3714,Motor vehicle parts and accessories,336390,Other Motor Vehicle Parts Manufacturing
"JELD-WEN, Inc., Hawkins Window Div.",45.513218,-90.719961,532,$110Mil (est),1921,Wooden & aluminum-covered windows & patio doors for single-family home & commercial contractors,,2431,Millwork,321900,Other Wood Product Manufacturing
"Lee Enterprises, LLC",43.045153,-89.401859,525,$71Mil (est),1890,Divisional headquarters & newspaper publishing & commercial printing,"Wisconsin State Journal, Cap Times, WiscNews",2711,Newspapers,513110,Newspaper Publishers
"Johnson Controls, Inc.",43.125093,-87.938687,523,$30Bil,1885,"Corporate headquarters; building control systems, technologies & solutions","Johnson Controls, Tyco, York, Metasys, Frick, Penn, Sabroe",3822,Environmental controls,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
3M Co.,43.062765,-91.139585,500,$25Mil-$100Mil,1965,Industrial abrasives,,3291,Abrasive products,327910,Abrasive Product Manufacturing
"Ahlstrom Rhinelander, LLC",45.637591,-89.420422,500,$160Mil (est),1903,Specialty papers for the food preparation & packaging & coated & uncoated liner markets & industrial applications,,2679,Converted paper products,322200,Converted Paper Product Manufacturing
"Amcor Flexibles, LLC",43.992033,-88.58668,500,$120Mil (est),1858,Flexible food & consumer-product packaging,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Amcor Specialties, LLC",43.992075,-88.590839,500,$120Mil (est),1858,Flexible packaging materials,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"American Builders & Contractor Supply Co., Inc.",42.514444,-89.031886,500,over $14Bil,1982,"Corporate headquarters & distributor of exterior building products, including roofing materials, siding, windows, gutters, tools, metal roofing & equipment for building contractors",,5039,Construction materials,423390,Other Construction Material Merchant Wholesalers
American Packaging Corp.,43.343956,-89.024409,500,$100Mil,1973,Corporate headquarters & printed paper & film roll stock,,2754,"Printing, gravure-commercial",323111,Commercial Printing (except Screen and Books)
Astronautics Corp. Of America,43.0199,-87.926411,500,$110Mil (est),1959,Aircraft instrumentation & navigation display systems,,3728,Aircraft parts and equipment,334412,Bare Printed Circuit Board Manufacturing
Cardinal IG Co.,43.17485,-90.056289,500,"$500,000-$1Mil",,Insulating glass units,,3231,Glass products from purchased glass,327215,Glass Product Manufacturing Made of Purchased Glass
